Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2004-01-03,16:38:29,169.87,-22.15,10.0,5.6,mb,USGS
2004-01-03,16:47:43,169.96,-22.43,10.0,4.7,mb,USGS
2004-01-03,16:47:52,169.89,-21.97,10.0,4.7,mb,USGS
2004-01-03,16:50:03,169.97,-22.52,10.0,5.1,mb,USGS
2004-01-03,16:58:30,170.06,-22.48,10.0,5.2,mb,USGS
2004-01-03,17:09:16,169.39,-21.61,10.0,4.2,mb,USGS
2004-01-03,17:14:18,169.9,-22.22,10.0,4.2,mb,USGS
2004-01-03,17:35:04,169.72,-22.11,10.0,4.8,mb,USGS
2004-01-03,17:46:33,169.84,-22.27,10.0,4.5,mb,USGS
2004-01-03,17:59:41,169.99,-22.46,10.0,5.1,mb,USGS
2004-01-03,18:07:47,169.84,-22.42,10.0,4.7,mb,USGS
2004-01-03,18:43:02,169.31,-22.03,10.0,4.5,mb,USGS
2004-01-03,18:44:25,169.76,-22.44,10.0,4.6,mb,USGS
2004-01-03,18:56:51,169.66,-22.28,10.0,5.4,ms,USGS
2004-01-03,19:02:08,169.67,-22.05,10.0,4.7,mb,USGS
2004-01-03,19:46:05,169.96,-22.28,10.0,4.3,mb,USGS
2004-01-03,19:49:00,170.03,-22.2,10.0,4.6,mb,USGS
2004-01-03,20:13:36,169.54,-22.23,10.0,4.6,mb,USGS
2004-01-03,20:23:53,169.61,-22.62,10.0,4.7,mb,USGS
2004-01-03,20:26:34,169.18,-21.65,10.0,4.4,mb,USGS
2004-01-03,20:37:04,170.3,-22.15,10.0,5.0,mb,USGS
2004-01-03,20:48:47,169.84,-22.22,10.0,4.9,mb,USGS
2004-01-04,00:43:17,169.58,-22.32,10.0,4.7,mb,USGS
2004-01-04,01:40:28,169.76,-22.09,10.0,4.7,mb,USGS
2004-01-04,06:17:24,169.62,-22.16,10.0,4.7,mb,USGS
2004-01-04,06:22:17,169.84,-22.29,10.0,4.8,mb,USGS
2004-01-04,06:58:06,169.83,-22.31,10.0,4.2,mb,USGS
2004-01-04,09:25:59,170.11,-21.43,10.0,4.3,mb,USGS
2004-01-04,12:42:51,169.67,-22.03,10.0,4.8,mb,USGS
2004-01-04,18:36:56,169.97,-22.38,10.0,5.0,mwc,USGS
2004-01-04,22:23:27,169.67,-21.79,10.0,4.2,mb,USGS
2004-01-05,00:13:40,169.62,-22.07,10.0,5.1,mwc,USGS
2004-01-05,01:49:33,169.63,-22.36,10.0,4.5,mb,USGS
2004-01-05,06:41:36,169.75,-21.85,10.0,4.3,mb,USGS
2004-01-05,15:48:20,169.45,-22.13,10.0,4.4,mb,USGS
2004-01-05,21:24:44,169.91,-22.58,10.0,5.1,mwc,USGS
2004-01-05,23:06:41,169.62,-21.64,10.0,4.8,mb,USGS
2004-01-06,00:47:59,169.94,-22.34,10.0,4.7,mb,USGS
2004-01-06,09:46:13,169.38,-22.21,10.0,4.4,mb,USGS
2004-01-06,19:53:59,169.0,-21.37,10.0,4.4,mb,USGS
2004-01-07,09:55:00,169.55,-22.04,10.0,5.0,mb,USGS
2004-01-07,10:06:10,169.35,-21.11,10.0,4.9,mb,USGS
2004-01-07,16:41:35,169.95,-21.49,10.0,4.8,mb,USGS
2004-01-07,19:12:07,169.9,-22.07,10.0,4.2,mb,USGS
2004-01-08,00:54:35,168.92,-21.76,10.0,4.9,mb,USGS
2004-01-08,12:32:47,169.96,-22.58,10.0,5.3,mwc,USGS
2004-01-08,12:43:15,170.04,-22.68,10.0,5.1,mb,USGS
2004-01-08,13:49:28,169.62,-22.3,10.0,4.5,mb,USGS
2004-01-08,21:44:37,169.68,-21.56,10.0,4.8,mb,USGS
2004-01-10,05:30:23,169.43,-21.99,10.0,5.0,mwc,USGS
2004-01-10,09:44:23,169.08,-21.83,10.0,4.7,mb,USGS
2004-01-10,23:41:16,169.31,-21.92,10.0,4.6,mb,USGS
2004-01-10,23:53:59,169.15,-22.01,10.0,4.4,mb,USGS
2004-01-11,08:49:06,169.62,-22.26,10.0,4.3,mb,USGS
2004-01-12,10:56:39,169.56,-22.35,10.0,4.6,mb,USGS
2004-01-12,15:02:21,169.31,-21.94,10.0,4.4,mb,USGS
2004-01-12,17:17:00,170.25,-22.0,10.0,5.8,mwc,USGS
2004-01-16,05:43:09,169.26,-21.15,10.0,4.6,mb,USGS
2004-01-20,11:22:23,169.94,-21.02,102.4,5.1,mwc,USGS
2004-01-20,16:46:35,169.83,-22.61,10.0,4.6,mb,USGS
2004-01-20,20:00:54,169.93,-22.55,10.0,5.1,mwc,USGS
2004-01-22,15:06:43,169.55,-22.17,10.0,4.9,mwc,USGS
2004-01-23,13:35:34,169.95,-22.47,41.1,4.9,mb,USGS
2004-01-24,21:46:01,170.01,-22.52,10.0,5.3,mwc,USGS
2004-01-24,23:19:54,169.96,-22.51,10.0,5.2,mwc,USGS
2004-01-26,08:11:05,169.53,-22.12,10.0,4.9,mwc,USGS
